Time (s),Qgen (W),Qsolar (W),Qalbedo (W),Qplanetshine (W),Qout/rad (W),Qstored (W)
72360,14.13,55.87,25.39,12.42,63.86,43.95
72370,18.86,66.84,22.66,20.79,82.4,46.74
72380,18.44,69.65,22.57,20.86,74.43,57.09
72390,19.37,64.28,18.16,11.25,84.7,28.36
72400,19.78,61.09,24.39,14.68,78.48,41.45
72410,18.25,56.79,20.52,13.21,77.74,31.03
72420,12.62,50.37,23.61,17.07,80.48,23.18
72430,14.07,66.99,25.22,22.05,99.73,28.6
72440,13.75,62.5,20.65,11.11,74.6,33.4
72450,16.13,59.74,24.91,14.27,75.19,39.86
72460,19.79,60.89,20.69,24.87,63.21,63.02
72470,13.92,63.1,17.57,16.04,85.0,25.63
72480,16.84,68.98,21.12,16.05,72.25,50.74
72490,15.23,57.97,17.5,15.65,88.31,18.05
72500,17.74,59.76,16.18,15.23,78.91,30.0
72510,19.14,51.36,23.64,11.1,79.43,25.82
72520,12.83,63.12,24.51,14.18,73.58,41.06
72530,10.98,59.67,29.29,18.32,70.44,47.82
72540,19.35,62.03,21.65,12.32,97.8,17.55
72550,13.19,56.15,20.51,16.55,82.39,24.01
72560,14.54,55.74,19.85,23.49,76.95,36.67
72570,13.91,61.96,21.68,15.65,74.75,38.44
72580,14.31,55.4,29.0,15.62,81.01,33.31
72590,11.28,57.66,25.18,12.11,63.59,42.65
72600,18.24,65.43,24.06,18.22,84.28,41.67
72610,14.17,55.48,24.68,20.2,89.79,24.74
72620,17.73,63.68,25.05,10.53,77.29,39.71
72630,10.01,62.33,24.21,18.79,84.73,30.6
72640,13.38,62.45,23.33,17.53,77.6,39.09
72650,15.21,65.36,18.11,22.49,84.9,36.28
72660,10.57,55.99,16.04,23.92,77.39,29.13
72670,14.64,68.81,18.5,21.29,74.92,48.31
72680,14.24,55.02,18.86,21.42,80.89,28.65
72690,18.74,52.02,29.57,17.39,76.22,41.51
72700,15.77,50.59,24.53,12.91,93.21,10.59
72710,15.4,66.12,29.64,22.8,63.41,70.55
72720,18.13,67.53,26.75,12.01,90.59,33.83
72730,10.41,65.03,26.95,23.64,64.85,61.18
72740,14.72,55.22,27.82,12.7,78.08,32.38
72750,17.82,56.57,22.8,16.84,84.02,30.01
72760,12.89,55.6,17.98,20.58,80.39,26.67
72770,16.03,50.52,19.55,20.46,99.92,6.63
72780,10.95,67.82,22.58,23.51,64.64,60.21
72790,10.0,62.26,21.65,14.78,65.88,42.82
72800,17.59,53.86,16.58,14.03,67.01,35.05
72810,18.02,68.76,27.59,21.92,68.48,67.81
72820,16.13,60.97,24.17,20.34,70.6,51.0
72830,12.39,50.42,29.12,12.88,73.48,31.34
72840,13.26,64.95,22.48,14.67,68.59,46.78
72850,12.54,68.7,26.38,23.44,88.63,42.43
72860,12.54,65.48,23.98,16.76,70.69,48.07
72870,17.71,57.38,27.36,11.47,77.97,35.95
72880,11.76,61.8,26.45,17.01,72.86,44.16
72890,18.98,57.82,22.68,15.48,85.74,29.22
72900,17.54,62.67,16.25,15.99,75.49,36.97
72910,11.88,58.95,23.9,16.82,71.14,40.4
72920,14.78,57.21,22.12,20.12,91.34,22.9
72930,18.16,66.38,15.44,22.75,62.16,60.57
72940,10.84,54.34,29.11,20.92,84.8,30.4
72950,17.14,52.64,20.85,22.63,82.93,30.32
72960,15.34,59.81,26.44,24.53,77.94,48.18
72970,13.4,53.63,24.56,19.46,94.89,16.16
72980,16.43,54.72,24.75,16.34,95.56,16.69
72990,11.75,56.16,29.8,20.2,78.18,39.74
73000,19.94,50.26,29.66,11.02,78.5,32.37
73010,18.87,68.7,25.11,15.06,76.51,51.23
73020,15.34,50.85,19.91,19.53,88.1,17.54
73030,10.49,58.21,22.16,21.43,98.34,13.96
73040,18.44,62.54,28.9,13.16,93.14,29.89
73050,14.85,50.29,21.58,19.0,81.79,23.93
73060,13.96,67.52,23.99,13.4,76.91,41.95
73070,18.87,69.64,26.9,23.49,62.36,76.54
73080,15.8,56.09,23.51,12.04,79.19,28.25
73090,13.69,51.15,28.37,20.56,60.36,53.41
73100,13.94,56.76,23.76,11.11,82.41,23.16
73110,19.26,54.56,24.1,14.01,97.59,14.35
73120,14.63,57.92,25.06,21.97,93.3,26.29
73130,18.11,63.71,16.08,20.19,73.66,44.43
73140,12.28,61.22,23.72,14.61,86.38,25.45
73150,11.02,54.8,17.49,15.54,96.35,2.49
73160,15.27,58.46,24.05,21.25,60.36,58.67
73170,10.81,59.19,20.25,18.36,79.23,29.38
73180,14.85,69.94,27.63,20.45,88.54,44.33
73190,16.01,50.36,24.13,12.98,79.26,24.22
73200,15.29,50.78,16.11,12.53,81.46,13.26
73210,17.94,52.75,22.62,15.06,67.56,40.8
73220,15.12,53.19,29.19,13.85,80.43,30.93
73230,17.51,52.18,23.6,19.08,98.56,13.8
73240,16.02,53.89,24.25,15.39,76.94,32.61
73250,19.96,58.07,15.52,15.23,70.49,38.3
73260,12.11,59.47,28.14,19.8,65.41,54.11
73270,17.09,69.68,29.74,15.81,61.85,70.48
73280,19.59,55.25,23.94,23.16,75.92,46.02
73290,13.23,69.63,21.89,13.36,93.72,24.39
73300,17.8,60.19,19.24,17.77,82.31,32.68
73310,17.81,69.37,26.34,10.9,94.51,29.92
73320,18.77,50.58,16.47,11.19,67.71,29.29
73330,11.45,65.4,16.51,15.27,78.63,29.99
73340,17.85,56.67,24.7,24.96,94.35,29.83
73350,16.14,60.16,23.0,18.43,89.28,28.44
73360,17.93,63.96,26.23,13.4,77.62,43.91
73370,10.15,55.0,17.86,13.28,71.61,24.68
73380,11.9,67.67,19.42,16.22,66.7,48.5
73390,11.61,67.41,17.85,11.51,94.66,13.71
73400,14.44,65.71,28.02,13.18,63.97,57.38
73410,13.6,62.25,28.46,17.25,72.54,49.03
73420,12.31,50.09,29.57,22.14,96.38,17.73
73430,13.33,53.42,23.0,14.17,96.59,7.33
73440,15.4,66.54,19.67,10.64,61.53,50.71
73450,10.62,62.57,16.48,19.6,92.6,16.67
73460,15.65,67.5,17.15,17.49,85.67,32.12
73470,18.16,68.55,28.75,21.66,68.96,68.16
73480,11.58,55.21,17.93,15.15,95.97,3.91
73490,18.77,58.15,25.87,22.09,62.98,61.91
73500,11.04,66.51,15.65,24.84,94.83,23.21
73510,18.89,59.77,23.03,24.79,90.94,35.54
73520,11.45,66.82,18.16,13.45,73.64,36.22
73530,19.73,56.58,20.33,22.97,89.41,30.2
73540,11.49,54.4,17.76,22.09,91.68,14.05
73550,10.91,58.57,15.53,17.92,75.69,27.24
73560,11.22,67.67,27.17,14.27,98.69,21.64
73570,11.77,53.29,16.19,24.58,87.8,18.02
73580,14.38,54.99,25.78,15.89,63.08,47.96
73590,16.52,63.79,29.11,11.29,65.01,55.7
73600,13.81,67.71,16.17,11.63,82.06,27.26
73610,14.85,66.77,26.32,11.13,88.0,31.07
73620,14.07,54.27,15.28,10.39,90.29,3.71
73630,15.17,55.4,26.82,14.42,65.09,46.72
73640,19.92,51.34,16.69,23.19,65.88,45.26
73650,11.01,56.08,17.45,14.59,81.61,17.53
73660,19.37,68.12,21.06,13.73,77.5,44.78
73670,14.26,54.86,20.83,16.68,79.69,26.95
73680,15.86,56.53,15.96,16.55,76.16,28.73
73690,10.87,51.14,28.75,18.74,71.12,38.37
73700,18.57,54.97,26.33,21.4,68.13,53.13
73710,15.35,51.65,23.87,17.76,79.85,28.77
73720,10.63,56.02,26.05,23.46,63.92,52.24
73730,12.5,63.83,23.2,21.1,87.64,32.98
73740,19.68,61.81,23.8,17.15,75.48,46.95
73750,15.79,57.24,26.39,10.31,93.39,16.35
73760,10.67,56.29,26.63,19.06,66.34,46.3
73770,11.54,53.05,22.46,17.16,77.69,26.53
73780,18.14,63.84,21.74,24.76,79.57,48.91
73790,10.45,59.2,17.93,20.34,98.93,8.98
73800,19.92,51.03,25.86,15.68,60.45,52.04
73810,10.97,59.52,22.51,13.81,62.82,43.99
73820,10.51,57.93,24.34,17.61,84.27,26.12
73830,12.28,69.07,23.43,20.14,74.85,50.07
73840,14.55,63.77,26.12,18.47,71.52,51.4
73850,18.18,55.09,23.45,19.06,77.32,38.45
73860,16.39,65.65,23.24,10.8,61.31,54.76
73870,18.12,57.4,19.85,20.5,66.79,49.09
73880,11.71,54.73,21.33,12.74,72.14,28.36
73890,12.25,58.72,18.27,10.7,91.55,8.39
73900,19.83,67.74,20.18,18.65,77.54,48.86
73910,13.43,53.09,17.6,10.4,72.6,21.93
73920,16.65,63.0,26.19,23.25,98.7,30.39
73930,13.32,69.76,16.47,24.76,71.18,53.13
73940,18.99,62.19,20.87,21.72,86.12,37.64
73950,19.62,56.62,23.9,14.06,81.22,32.99
73960,11.46,51.85,16.64,23.5,64.49,38.97
73970,15.71,61.61,26.32,21.54,81.63,43.55
73980,16.52,66.56,27.96,18.38,71.64,57.77
73990,14.4,53.52,26.57,12.37,60.21,46.65
74000,12.67,64.43,16.91,18.51,95.25,17.27
74010,14.01,63.65,24.63,17.41,76.14,43.58
74020,10.42,66.61,24.3,15.85,67.78,49.4
74030,15.07,55.16,16.01,11.22,61.34,36.12
74040,11.34,55.36,26.52,10.63,91.16,12.7
74050,12.44,64.73,21.23,22.17,74.74,45.83
74060,14.3,50.98,29.96,14.14,71.23,38.15
74070,14.52,52.79,16.45,12.65,63.87,32.53
74080,17.69,61.18,22.28,15.76,96.85,20.06
74090,18.43,64.48,29.49,15.83,78.73,49.5
74100,14.11,65.4,25.49,13.31,92.98,25.33
74110,16.16,59.05,27.67,18.85,76.35,45.38
74120,17.53,57.05,19.96,24.39,95.51,23.41
74130,17.21,57.09,18.38,22.8,93.77,21.71
74140,18.63,50.26,24.95,15.98,68.2,41.62
74150,12.97,63.87,18.03,13.91,82.94,25.83
74160,11.06,69.4,17.15,18.9,81.43,35.08
74170,10.37,62.27,27.7,13.61,91.5,22.45
74180,18.1,65.43,21.73,24.6,84.81,45.05
74190,14.45,63.54,20.39,18.96,63.66,53.68
74200,13.19,62.73,16.09,11.26,83.0,20.27
74210,19.41,56.42,25.92,20.81,65.87,56.69
74220,19.33,68.83,27.0,23.07,62.72,75.5
74230,17.61,59.01,25.79,19.74,88.44,33.71
74240,12.63,54.41,15.47,24.73,97.78,9.47
74250,19.56,67.71,15.54,24.63,61.59,65.85
74260,11.16,62.8,17.86,23.4,74.22,41.01
74270,17.7,69.19,25.56,10.34,81.82,40.96
74280,12.49,51.61,23.78,16.72,69.02,35.58
74290,14.23,67.63,18.83,20.6,62.23,59.05
74300,17.96,60.28,15.7,19.75,81.0,32.68
74310,14.03,67.07,16.02,11.39,77.08,31.43
74320,14.33,52.97,15.62,21.07,65.42,38.57
74330,19.89,60.78,28.35,15.15,92.96,31.21
74340,12.38,68.8,19.56,16.84,67.05,50.54
74350,12.9,53.68,29.16,10.03,62.1,43.67
74360,18.63,61.11,26.94,12.41,91.39,27.7
74370,15.82,64.0,25.81,19.64,67.23,58.04
74380,12.34,65.24,27.38,21.09,72.33,53.72
74390,12.72,51.74,16.85,15.82,64.37,32.76
74400,19.63,55.78,17.59,16.92,69.26,40.66
74410,15.2,65.29,22.75,20.88,96.83,27.29
74420,18.64,69.31,27.1,22.59,84.28,53.37
74430,18.39,65.88,29.68,12.45,97.15,29.24
74440,18.54,58.51,29.53,21.14,82.61,45.11
74450,13.56,53.14,23.41,17.51,62.28,45.34
74460,13.46,57.37,17.92,23.7,73.93,38.52
74470,15.15,51.52,28.79,17.82,62.38,50.91
74480,14.97,52.66,26.71,13.21,82.29,25.25
74490,18.04,56.68,28.23,21.56,75.83,48.68
74500,18.61,66.63,23.1,10.66,64.04,54.95
74510,19.79,56.93,17.77,18.3,77.39,35.39
74520,12.3,50.28,16.35,10.9,60.67,29.15
74530,18.33,50.36,19.13,18.82,79.24,27.41
74540,18.59,61.88,29.91,16.97,99.39,27.95
74550,14.16,63.89,29.22,24.56,98.13,33.71
74560,17.61,65.52,20.16,20.97,96.38,27.88
74570,16.11,63.84,21.57,22.19,75.86,47.85
74580,15.08,68.38,15.7,11.95,93.92,17.19
74590,12.3,66.69,18.77,23.08,65.82,55.03
74600,11.72,55.61,24.52,10.7,99.38,3.19
74610,14.39,55.51,19.0,10.84,66.25,33.49
74620,17.73,61.57,15.4,16.67,90.92,20.46
74630,14.76,60.55,19.13,21.56,90.06,25.93
74640,19.56,52.11,20.39,11.91,62.92,41.05
74650,18.31,50.12,21.49,10.39,91.92,8.39
74660,13.77,58.67,25.38,17.55,73.84,41.53
74670,12.5,61.57,20.29,24.61,65.92,53.05
74680,14.05,67.15,27.84,17.21,72.66,53.6
74690,13.97,65.81,15.47,21.37,88.5,28.12
74700,10.04,56.52,27.68,14.06,72.93,35.37
74710,10.59,56.02,22.05,21.99,81.42,29.22
74720,12.32,53.09,17.55,17.81,90.18,10.58
74730,17.1,65.0,18.58,23.73,91.65,32.76
74740,19.22,59.03,29.19,12.5,71.09,48.83
74750,15.47,60.35,15.95,14.26,88.13,17.9
74760,13.48,69.8,19.0,20.66,97.21,25.72
74770,10.54,58.07,16.12,11.67,65.75,30.66
74780,12.64,56.39,16.5,19.44,81.37,23.6
74790,19.01,65.22,17.32,14.3,90.01,25.84
74800,12.54,66.63,19.12,13.0,60.62,50.67
74810,18.66,66.28,26.39,22.37,70.28,63.42
74820,11.43,59.71,24.3,11.75,78.64,28.54
74830,12.49,69.69,15.28,22.47,68.48,51.44
74840,15.93,53.44,28.52,16.35,79.12,35.12
74850,11.82,56.97,26.97,11.0,73.24,33.52
74860,19.88,64.91,23.33,13.12,70.28,50.97
74870,14.37,62.61,28.76,19.5,72.1,53.14
74880,17.86,57.4,27.99,23.08,92.27,34.06
74890,18.04,58.74,18.22,16.46,91.37,20.08
74900,13.76,54.98,18.35,20.82,85.4,22.51
74910,13.54,52.79,18.2,11.06,86.56,9.02
74920,10.5,62.08,25.19,19.09,62.96,53.9
74930,19.68,51.41,27.44,11.08,72.2,37.4
74940,10.31,65.54,28.71,14.24,75.48,43.32
74950,14.24,62.14,17.13,14.62,77.57,30.57
74960,12.09,59.65,15.09,22.35,62.37,46.82
74970,15.08,63.04,24.06,18.59,97.75,23.02
74980,13.42,53.5,24.28,16.55,85.05,22.69
74990,19.75,55.19,26.96,18.38,87.0,33.27
75000,17.12,63.8,18.14,15.9,92.26,22.71
75010,11.01,66.31,29.77,10.77,89.6,28.26
75020,16.76,63.08,26.52,11.38,63.44,54.3
75030,13.39,60.55,27.44,12.31,64.37,49.34
75040,12.57,53.98,24.47,11.59,92.96,9.66
75050,17.55,58.05,26.01,22.99,72.79,51.82
75060,10.17,66.64,17.07,17.36,62.9,48.33
75070,19.53,59.63,23.33,15.81,65.64,52.66
75080,15.03,51.11,23.16,22.27,80.14,31.43
75090,15.19,62.05,24.12,10.34,70.15,41.55
75100,12.13,54.84,18.52,13.89,63.57,35.82
75110,11.12,60.39,28.45,21.6,92.31,29.25
75120,19.37,62.2,19.11,21.97,65.25,57.41
75130,19.11,62.81,20.51,22.47,85.56,39.35
75140,12.89,60.61,22.87,11.91,67.8,40.48
75150,18.04,67.56,26.56,18.0,74.17,55.98
75160,15.65,67.87,27.22,20.08,92.03,38.78
75170,11.3,50.92,29.54,10.22,78.8,23.18
75180,15.5,67.4,18.02,10.03,62.93,48.03
75190,14.77,51.86,17.74,12.14,90.53,5.98
75200,12.17,52.63,21.89,19.93,94.33,12.29
75210,12.47,62.23,28.11,18.49,89.37,31.93
75220,11.34,64.42,19.71,12.93,72.11,36.28
75230,11.6,57.71,20.21,13.99,96.48,7.02
75240,10.69,66.4,21.1,19.08,99.87,17.4
75250,10.34,56.0,24.64,21.81,78.72,34.07
75260,15.94,61.83,26.25,19.14,77.49,45.67
75270,10.64,65.6,16.63,10.79,91.29,12.37
75280,11.28,63.94,29.66,10.63,98.58,16.93
75290,11.47,60.23,18.33,23.57,68.61,45.0
75300,10.97,67.07,22.93,21.78,85.97,36.79
75310,15.42,69.88,17.02,16.84,71.63,47.54
75320,17.69,66.06,23.98,23.57,60.83,70.47
75330,11.59,60.26,17.99,12.87,62.14,40.57
75340,17.66,66.73,20.3,17.78,65.78,56.7
75350,19.22,68.53,26.38,11.23,91.59,33.77
75360,12.1,50.56,17.14,12.32,72.25,19.87
75370,12.15,68.72,29.49,21.32,90.77,40.91
75380,16.36,61.44,22.7,15.83,65.37,50.95
75390,10.24,63.02,21.53,14.0,62.31,46.49
75400,14.17,61.59,15.2,23.9,60.02,54.84
75410,16.61,64.71,24.91,21.31,84.94,42.6
75420,19.69,68.62,16.28,12.9,76.87,40.62
75430,11.51,53.38,28.85,13.73,75.19,32.29
75440,13.65,60.42,25.58,20.76,93.74,26.68
75450,18.26,51.4,25.47,16.8,90.15,21.8
75460,18.59,56.19,28.0,13.67,67.11,49.34
75470,19.49,54.5,25.86,19.04,71.64,47.25
75480,19.71,59.49,28.29,23.16,69.06,61.59
75490,14.6,63.98,24.82,12.08,97.79,17.7
75500,15.04,67.34,29.54,24.6,75.83,60.69
75510,16.44,63.57,26.18,23.46,90.01,39.64
75520,15.47,51.3,17.9,18.76,61.31,42.12
75530,18.67,68.48,21.33,16.16,91.37,33.27
75540,16.97,60.5,27.82,16.16,85.78,35.67
75550,16.09,53.47,24.76,13.95,77.25,31.01
75560,14.83,51.93,18.55,15.95,77.68,23.58
75570,13.75,56.55,20.28,13.29,82.69,21.18
75580,18.99,59.44,19.78,11.2,93.11,16.3
75590,15.81,59.34,24.97,13.0,62.53,50.59
75600,16.81,62.73,28.77,15.93,69.67,54.57
75610,11.48,52.86,29.05,16.0,71.89,37.5
75620,18.54,61.78,26.53,21.0,89.57,38.28
75630,16.66,56.41,15.53,15.9,74.5,29.99
75640,14.95,52.9,15.37,20.35,99.39,4.19
75650,14.54,64.85,22.12,13.13,77.31,37.33
75660,15.42,56.48,24.46,20.0,76.38,39.97
75670,17.93,57.64,28.77,18.78,95.37,27.74
75680,11.0,67.77,27.9,15.09,65.26,56.5
75690,17.46,52.68,18.19,23.62,71.04,40.91
75700,11.06,60.43,29.18,22.71,79.53,43.84
75710,13.99,58.77,18.32,17.84,75.36,33.57
75720,10.62,59.13,18.76,12.28,87.62,13.17
75730,10.94,63.49,24.2,13.18,81.97,29.84
75740,13.09,69.17,23.58,12.05,89.47,28.42
75750,19.3,62.58,15.06,24.06,86.46,34.53
75760,18.18,65.46,15.53,22.53,77.09,44.61
75770,15.93,67.21,26.43,24.82,70.15,64.23
75780,14.37,69.84,26.96,24.82,77.92,58.06
75790,17.56,51.19,29.8,11.32,96.62,13.26
75800,13.49,68.28,19.25,18.28,78.01,41.29
75810,17.76,60.99,16.26,24.43,81.9,37.53
75820,19.68,54.75,22.26,12.31,94.96,14.04
75830,15.9,66.27,28.26,13.32,71.32,52.43
75840,19.94,53.75,22.87,19.74,95.66,20.63
75850,17.28,56.4,29.09,16.85,98.87,20.75
75860,18.59,52.9,17.42,16.29,77.82,27.38
75870,16.5,56.07,29.64,20.12,65.51,56.83
75880,16.99,51.25,21.47,14.27,79.75,24.23
75890,14.99,63.89,17.79,15.69,98.04,14.31
75900,17.63,69.3,21.23,14.39,96.06,26.49
75910,11.09,54.3,16.92,23.62,93.44,12.48
75920,10.75,57.88,27.82,17.19,98.84,14.8
75930,19.48,66.05,28.69,18.21,81.8,50.63
75940,14.98,68.25,15.13,20.8,71.21,47.95
75950,15.35,65.36,26.96,12.68,69.82,50.53
75960,16.43,61.33,29.37,23.21,77.65,52.7
75970,18.83,69.04,18.18,11.12,96.65,20.52
75980,14.75,61.29,21.75,23.44,62.42,58.81
75990,18.96,54.15,18.38,17.02,61.73,46.77
76000,11.28,59.36,18.5,11.36,77.55,22.95
76010,19.35,66.89,22.8,20.73,79.89,49.89
76020,10.17,51.28,29.9,11.12,94.94,7.53
76030,19.61,69.85,25.44,21.01,69.62,66.29
76040,16.06,68.33,16.95,14.08,78.3,37.11
76050,14.74,60.12,16.12,16.22,94.26,12.95
76060,18.49,66.58,24.05,16.86,86.9,39.08
76070,15.24,58.05,25.7,15.07,77.16,36.91
76080,15.14,60.74,20.79,23.72,82.21,38.17
76090,12.0,57.57,25.66,16.39,60.14,51.47
76100,11.3,60.11,19.4,24.62,65.79,49.64
76110,16.38,52.93,24.07,23.56,80.15,36.78
76120,14.6,56.93,16.3,14.41,89.53,12.72
76130,17.41,64.22,17.8,15.75,80.68,34.5
76140,15.15,55.79,26.04,22.12,69.13,49.97
76150,19.07,68.41,23.36,21.41,84.11,48.14
76160,10.93,61.14,27.17,11.43,60.5,50.17
76170,11.17,55.08,23.22,17.77,98.45,8.78
76180,10.24,58.09,23.36,18.36,85.15,24.9
76190,11.41,62.5,27.94,17.65,68.03,51.46
76200,10.28,51.82,28.4,19.02,85.71,23.81
76210,13.85,66.66,15.13,22.65,95.84,22.45
76220,11.19,61.5,15.22,10.59,65.04,33.46
76230,12.26,66.25,17.3,10.08,75.32,30.56
76240,12.03,55.21,27.43,12.97,67.72,39.93
76250,10.5,53.51,25.97,11.65,83.86,17.76
76260,15.68,53.39,15.89,10.72,83.55,12.13
76270,17.87,53.62,24.17,11.76,77.82,29.6
76280,10.14,58.06,16.13,18.97,63.41,39.89
76290,18.26,51.89,22.65,17.46,74.38,35.88
76300,11.22,65.76,25.26,21.14,98.42,24.95
76310,19.47,67.06,26.18,13.85,98.79,27.77
76320,15.44,58.08,23.13,24.18,81.9,38.94
76330,16.98,67.43,17.37,24.38,65.21,60.95
76340,15.4,57.8,18.23,14.29,99.0,6.71
76350,18.82,57.56,19.54,11.34,63.04,44.21
76360,18.22,60.19,16.7,14.14,81.24,28.01
76370,10.27,58.87,21.51,10.76,90.85,10.56
76380,10.49,58.98,26.54,17.66,81.44,32.23
76390,15.47,58.58,27.4,21.66,92.22,30.9
76400,18.34,51.12,28.27,17.03,61.97,52.79
76410,13.31,68.66,28.3,21.23,83.62,47.88
76420,11.74,65.48,17.49,21.62,84.38,31.95
76430,11.23,56.98,17.01,18.68,81.84,22.07
76440,11.28,66.15,26.02,14.0,64.31,53.14
76450,18.42,58.24,16.48,14.4,72.64,34.9
76460,16.09,69.61,15.98,17.08,85.47,33.29
76470,11.32,51.6,23.38,21.08,95.79,11.6
76480,16.66,62.67,20.01,11.06,92.94,17.46
76490,10.81,57.31,28.72,24.25,72.25,48.85
76500,16.67,65.27,16.47,16.49,86.24,28.66
76510,10.03,66.44,15.77,18.15,60.33,50.06
76520,10.67,61.52,26.42,14.25,78.43,34.44
76530,13.62,64.02,22.72,22.13,63.86,58.63
76540,15.84,68.35,15.3,10.03,98.45,11.07
76550,15.71,56.41,16.0,20.71,84.99,23.85
76560,14.94,69.75,28.6,12.7,65.36,60.63
76570,10.4,52.24,18.87,21.71,93.19,10.02
76580,18.08,59.39,25.59,11.58,74.04,40.59
76590,17.41,52.45,21.21,19.93,83.74,27.26
76600,17.96,57.17,29.64,16.24,93.61,27.4
76610,13.93,58.26,17.99,24.54,78.19,36.54
76620,10.11,55.76,19.6,18.62,86.4,17.69
76630,16.45,67.91,27.14,23.32,88.53,46.29
76640,12.74,50.57,15.14,23.46,66.35,35.55
76650,14.15,50.27,15.83,18.61,64.66,34.19
76660,19.95,58.19,23.86,17.31,76.76,42.56
76670,17.38,60.4,28.07,11.62,72.95,44.52
76680,15.26,50.14,16.27,23.8,78.83,26.64
76690,16.21,63.12,18.86,13.17,95.14,16.23
76700,19.79,66.71,20.38,20.19,97.05,30.02
76710,16.07,65.82,25.68,15.59,88.67,34.5
76720,16.03,67.82,24.64,12.6,78.69,42.4
76730,10.93,59.53,26.97,17.75,61.48,53.7
76740,13.27,58.03,29.99,21.13,94.57,27.85
76750,15.67,53.6,15.7,21.88,71.72,35.14
76760,12.17,50.14,16.41,20.83,79.5,20.06
76770,10.33,57.58,20.8,17.29,87.05,18.96
76780,14.59,53.71,16.5,10.1,60.57,34.32
76790,14.58,69.97,16.0,23.76,67.96,56.34
76800,13.17,66.29,17.15,15.25,71.96,39.91
76810,17.64,57.73,18.55,18.91,70.92,41.9
76820,17.11,66.13,17.52,11.96,78.28,34.44
76830,11.55,63.39,22.81,18.31,72.12,43.94
76840,15.05,54.26,25.38,14.69,61.58,47.8
76850,14.49,62.56,25.51,10.58,83.83,29.31
76860,18.42,61.36,26.93,12.76,63.43,56.02
76870,19.73,50.98,22.47,22.93,80.23,35.88
76880,19.89,54.11,26.16,23.28,74.25,49.19
76890,18.78,69.16,16.29,15.26,97.34,22.16
76900,15.87,53.66,26.81,12.51,76.89,31.96
76910,15.6,61.28,28.32,10.4,70.81,44.78
76920,17.72,67.42,27.49,11.13,87.42,36.33
76930,16.39,51.16,15.53,13.46,84.27,12.26
76940,16.74,64.3,25.61,11.0,80.78,36.87
76950,10.84,65.06,28.94,10.73,84.47,31.1
76960,19.11,58.66,19.23,11.65,93.3,15.35
76970,12.38,59.33,17.61,19.16,74.51,33.98
76980,18.08,66.18,23.43,24.09,62.24,69.54
76990,18.75,61.01,22.08,23.98,65.9,59.92
77000,10.34,53.15,20.37,13.49,94.57,2.78
77010,14.68,51.8,20.77,17.95,79.34,25.88
77020,11.9,69.1,21.98,16.55,73.16,46.37
77030,19.24,69.27,16.28,21.46,72.33,53.92
77040,17.06,65.21,20.34,21.88,66.86,57.63
77050,13.28,64.96,22.4,15.23,61.88,54.0
77060,17.62,61.52,16.91,16.39,71.37,41.08
77070,15.94,69.53,15.57,24.28,92.41,32.91
77080,19.43,55.76,25.02,18.09,99.72,18.58
77090,19.02,59.99,25.81,10.78,94.6,21.0
77100,15.43,58.38,27.97,10.63,86.24,26.17
77110,11.17,67.2,21.68,21.42,82.15,39.31
77120,12.36,50.72,15.82,15.29,99.2,-5.0
77130,18.55,55.49,15.56,14.13,60.62,43.1
77140,11.57,56.06,29.87,10.74,71.54,36.7
77150,14.67,64.01,24.38,11.38,97.12,17.32
77160,14.08,62.61,25.67,20.65,95.56,27.44
77170,19.61,51.7,23.75,21.47,95.16,21.36
77180,17.09,62.06,21.52,12.91,93.77,19.81
77190,19.66,64.62,17.55,19.82,98.15,23.51
77200,11.36,64.3,23.57,17.07,71.44,44.86
77210,17.75,67.74,16.7,16.72,94.45,24.46
77220,12.64,66.11,15.38,10.19,97.22,7.1
77230,18.49,67.97,18.85,18.34,63.46,60.2
77240,16.04,53.88,16.3,23.26,65.15,44.33
77250,13.97,61.75,24.06,19.35,83.67,35.46
77260,10.9,55.55,15.43,22.04,78.82,25.1
77270,13.27,69.58,20.0,11.37,75.7,38.53
77280,14.84,55.75,25.98,10.26,79.04,27.79
77290,14.92,55.44,19.64,17.2,80.92,26.29
77300,13.74,52.1,19.26,24.23,69.22,40.11
77310,16.63,55.77,19.43,23.22,88.88,26.17
77320,18.48,66.1,26.08,14.6,81.04,44.23
77330,13.07,57.61,20.12,12.79,84.79,18.8
77340,10.66,52.78,25.51,21.82,70.89,39.87
77350,18.92,62.34,19.28,11.6,83.31,28.84
77360,13.82,52.57,26.94,10.63,86.33,17.63
77370,14.84,56.34,24.9,18.85,97.89,17.05
77380,11.84,50.23,15.71,24.26,81.04,21.0
77390,15.71,58.83,21.73,22.65,99.95,18.98
77400,18.8,58.53,18.86,12.73,78.61,30.32
77410,16.41,63.62,15.57,24.6,93.88,26.32
77420,17.47,51.81,20.92,18.47,92.47,16.2
77430,18.47,51.76,28.18,14.88,86.82,26.48
77440,14.81,67.79,17.26,14.5,64.79,49.57
77450,19.32,69.45,28.79,17.55,92.6,42.5
77460,12.88,68.46,19.83,13.13,65.34,48.96
77470,17.04,61.99,29.71,20.69,92.01,37.41
77480,13.24,58.38,25.66,22.61,68.43,51.45
77490,13.33,51.73,17.9,14.51,96.83,0.65
77500,18.03,59.03,17.81,10.93,65.99,39.81
77510,13.85,57.68,18.42,14.56,78.22,26.29
